ts_code,symbol,name,area,industry,list_date
600988.SH,600988,赤峰黄金,内蒙,黄金,20040414
600990.SH,600990,四创电子,安徽,通信设备,20040510
600992.SH,600992,贵绳股份,贵州,钢加工,20040514
600993.SH,600993,马应龙,湖北,中成药,20040517
600995.SH,600995,南网储能,云南,水力发电,20040615
600997.SH,600997,开滦股份,河北,焦炭加工,20040602
002017.SZ,2017,东信和平,广东,通信设备,20040713
002003.SZ,2003,伟星股份,浙江,服饰,20040625
002004.SZ,2004,华邦健康,重庆,农药化肥,20040625
002006.SZ,2006,精工科技,浙江,专用机械,20040625
002007.SZ,2007,华兰生物,河南,生物制药,20040625
002008.SZ,2008,大族激光,深圳,专用机械,20040625
002009.SZ,2009,天奇股份,江苏,工程机械,20040629
002010.SZ,2010,传化智联,浙江,仓储物流,20040629
002011.SZ,2011,盾安环境,浙江,家用电器,20040705
002012.SZ,2012,凯恩股份,浙江,造纸,20040705
002014.SZ,2014,永新股份,安徽,塑料,20040708
002015.SZ,2015,协鑫能科,江苏,新型电力,20040708
002016.SZ,2016,世荣兆业,广东,区域地产,20040708
002019.SZ,2019,亿帆医药,浙江,化学制药,20040713
002020.SZ,2020,京新药业,浙江,化学制药,20040715
002021.SZ,2021,中捷资源,浙江,纺织机械,20040715
002022.SZ,2022,科华生物,上海,医疗保健,20040721
002023.SZ,2023,海特高新,四川,航空,20040721
002025.SZ,2025,航天电器,贵州,元器件,20040726
002026.SZ,2026,山东威达,山东,机械基件,20040727
002027.SZ,2027,分众传媒,上海,广告包装,20040804
002028.SZ,2028,思源电气,上海,电气设备,20040805
002029.SZ,2029,七匹狼,福建,服饰,20040806
002030.SZ,2030,达安基因,广东,医疗保健,20040809
002031.SZ,2031,巨轮智能,广东,汽车配件,20040816
002032.SZ,2032,苏泊尔,浙江,家用电器,20040817
002033.SZ,2033,丽江股份,云南,旅游景点,20040825
002034.SZ,2034,旺能环境,浙江,环境保护,20040826
002035.SZ,2035,华帝股份,广东,家用电器,20040901
002036.SZ,2036,联创电子,江西,元器件,20040903
002037.SZ,2037,保利联合,贵州,化工原料,20040908
002038.SZ,2038,双鹭药业,北京,生物制药,20040909
600022.SH,600022,山东钢铁,山东,普钢,20040629
600143.SH,600143,金发科技,广东,塑料,20040623
600482.SH,600482,中国动力,河北,船舶,20040714
600961.SH,600961,株冶集团,湖南,铅锌,20040830
600962.SH,600962,国投中鲁,北京,软饮料,20040622
600971.SH,600971,恒源煤电,安徽,煤炭开采,20040817
600973.SH,600973,宝胜股份,江苏,电气设备,20040802
600979.SH,600979,广安爱众,四川,水力发电,20040906
600981.SH,600981,苏豪汇鸿,江苏,商贸代理,20040630
600982.SH,600982,宁波能源,浙江,供气供热,20040706
600983.SH,600983,惠而浦,安徽,家用电器,20040727
600984.SH,600984,建设机械,陕西,工程机械,20040707
600987.SH,600987,航民股份,浙江,纺织,20040809
600027.SH,600027,华电国际,山东,火力发电,20050203
002039.SZ,2039,黔源电力,贵州,水力发电,20050303
002040.SZ,2040,南京港,江苏,港口,20050325
600970.SH,600970,中材国际,江苏,建筑工程,20050412
002041.SZ,2041,登海种业,山东,种植业,20050418
002042.SZ,2042,华孚时尚,安徽,纺织,20050427
002043.SZ,2043,兔宝宝,浙江,其他建材,20050510
002044.SZ,2044,美年健康,浙江,医疗保健,20050518
002045.SZ,2045,国光电器,广东,元器件,20050523
002046.SZ,2046,国机精工,河南,机械基件,20050526
002048.SZ,2048,宁波华翔,浙江,汽车配件,20050603
002049.SZ,2049,紫光国微,河北,半导体,20050606
002050.SZ,2050,三花智控,浙江,家用电器,20050607
300150.SZ,300150,世纪瑞尔,北京,软件服务,20101222
002051.SZ,2051,中工国际,北京,建筑工程,20060619
002052.SZ,2052,同洲电子,深圳,家用电器,20060627
002053.SZ,2053,云南能投,云南,新型电力,20060627
601001.SH,601001,晋控煤业,山西,煤炭开采,20060623
601988.SH,601988,中国银行,北京,银行,20060705
002054.SZ,2054,德美化工,广东,染料涂料,20060725
002056.SZ,2056,横店东磁,浙江,电气设备,20060802
600048.SH,600048,保利发展,广东,全国地产,20060731
002057.SZ,2057,中钢天源,安徽,矿物制品,20060802
002059.SZ,2059,云南旅游,云南,旅游景点,20060810
601006.SH,601006,大秦铁路,山西,铁路,20060801
002060.SZ,2060,广东建工,广东,建筑工程,20060810
002061.SZ,2061,浙江交科,浙江,建筑工程,20060816
002062.SZ,2062,宏润建设,浙江,建筑工程,20060816
002063.SZ,2063,远光软件,广东,软件服务,20060823
002064.SZ,2064,华峰化学,浙江,化纤,20060823
002065.SZ,2065,东华软件,北京,软件服务,20060823
002066.SZ,2066,瑞泰科技,北京,其他建材,20060823
601111.SH,601111,中国国航,北京,空运,20060818
002067.SZ,2067,景兴纸业,浙江,造纸,20060915
002068.SZ,2068,黑猫股份,江西,化工原料,20060915
300016.SZ,300016,北陆药业,北京,化学制药,20091030
300271.SZ,300271,华宇软件,北京,软件服务,20111026
601699.SH,601699,潞安环能,山西,煤炭开采,20060922
002069.SZ,2069,獐子岛,辽宁,渔业,20060928
002279.SZ,2279,久其软件,北京,软件服务,20090811
002072.SZ,2072,凯瑞德,湖北,商贸代理,20061018
601588.SH,601588,北辰实业,北京,区域地产,20061016
002073.SZ,2073,软控股份,山东,专用机械,20061018
600017.SH,600017,日照港,山东,港口,20061017
002074.SZ,2074,国轩高科,安徽,电气设备,20061018
002075.SZ,2075,沙钢股份,江苏,特种钢,20061025
601398.SH,601398,工商银行,北京,银行,20061027
002079.SZ,2079,苏州固锝,江苏,电气设备,20061116
002078.SZ,2078,太阳纸业,山东,造纸,20061116
002077.SZ,2077,大港股份,江苏,半导体,20061116
600018.SH,600018,上港集团,上海,港口,20061026
002080.SZ,2080,中材科技,江苏,玻璃,20061120
002081.SZ,2081,金螳螂,江苏,装修装饰,20061120
601666.SH,601666,平煤股份,河南,煤炭开采,20061123
002083.SZ,2083,孚日股份,山东,纺织,20061124
002084.SZ,2084,海鸥住工,广东,家居用品,20061124
002085.SZ,2085,万丰奥威,浙江,汽车配件,20061128
002086.SZ,2086,东方海洋,山东,渔业,20061128
002088.SZ,2088,鲁阳节能,山东,矿物制品,20061130
601872.SH,601872,招商轮船,上海,水运,20061201
002090.SZ,2090,金智科技,江苏,电气设备,20061208
002091.SZ,2091,江苏国泰,江苏,商贸代理,20061208
002092.SZ,2092,中泰化学,新疆,化工原料,20061208
601991.SH,601991,大唐发电,北京,火力发电,20061220
002095.SZ,2095,生意宝,浙江,互联网,20061215
002094.SZ,2094,青岛金王,山东,日用化工,20061215
002093.SZ,2093,国脉科技,福建,文教休闲,20061215
002101.SZ,2101,广东鸿图,广东,汽车配件,20061229
002099.SZ,2099,海翔药业,浙江,化学制药,20061226
002100.SZ,2100,天康生物,新疆,饲料,20061226
002097.SZ,2097,山河智能,湖南,工程机械,20061222
002096.SZ,2096,易普力,湖南,化工原料,20061222
002098.SZ,2098,浔兴股份,福建,服饰,20061222
002103.SZ,2103,广博股份,浙江,文教休闲,20070110
002105.SZ,2105,信隆健康,深圳,摩托车,20070112
601333.SH,601333,广深铁路,深圳,铁路,20061222
002104.SZ,2104,恒宝股份,江苏,通信设备,20070110
002110.SZ,2110,三钢闽光,福建,普钢,20070126
002108.SZ,2108,沧州明珠,河北,塑料,20070124
002106.SZ,2106,莱宝高科,深圳,元器件,20070112
601002.SH,601002,晋亿实业,浙江,机械基件,20070126
601628.SH,601628,中国人寿,北京,保险,20070109
002107.SZ,2107,沃华医药,山东,中成药,20070124
002111.SZ,2111,威海广泰,山东,航空,20070126
002121.SZ,2121,科陆电子,深圳,电器仪表,20070306
002112.SZ,2112,三变科技,浙江,电气设备,20070208
002114.SZ,2114,罗平锌电,云南,铅锌,20070215
002115.SZ,2115,三维通信,浙江,互联网,20070215
002120.SZ,2120,韵达股份,浙江,仓储物流,20070306
002116.SZ,2116,中国海诚,上海,建筑工程,20070215
002117.SZ,2117,东港股份,山东,广告包装,20070302
601166.SH,601166,兴业银行,福建,银行,20070205
002119.SZ,2119,康强电子,浙江,半导体,20070302
601003.SH,601003,柳钢股份,广西,普钢,20070227
002124.SZ,2124,天邦食品,浙江,农业综合,20070403
601005.SH,601005,重庆钢铁,重庆,普钢,20070228
601318.SH,601318,中国平安,深圳,保险,20070301
002123.SZ,2123,梦网科技,辽宁,互联网,20070328
601007.SH,601007,金陵饭店,江苏,酒店餐饮,20070406
002125.SZ,2125,湘潭电化,湖南,化工原料,20070403
300318.SZ,300318,博晖创新,北京,医疗保健,20120523
002126.SZ,2126,银轮股份,浙江,汽车配件,20070418
601008.SH,601008,连云港,江苏,港口,20070426
002130.SZ,2130,沃尔核材,深圳,电气设备,20070420
002129.SZ,2129,TCL中环,天津,电气设备,20070420
002127.SZ,2127,南极电商,江苏,互联网,20070418
002131.SZ,2131,利欧股份,浙江,互联网,20070427
002132.SZ,2132,恒星科技,河南,钢加工,20070427
002134.SZ,2134,天津普林,天津,元器件,20070516
002135.SZ,2135,东南网架,浙江,钢加工,20070530
002136.SZ,2136,安纳达,安徽,化工原料,20070530
002133.SZ,2133,广宇集团,浙江,全国地产,20070427
000338.SZ,338,潍柴动力,山东,汽车配件,20070430
002128.SZ,2128,电投能源,内蒙,煤炭开采,20070418
601998.SH,601998,中信银行,北京,银行,20070427
002139.SZ,2139,拓邦股份,深圳,元器件,20070629
601328.SH,601328,交通银行,上海,银行,20070515
601600.SH,601600,中国铝业,北京,铝,20070430
002137.SZ,2137,实益达,深圳,元器件,20070613
002138.SZ,2138,顺络电子,深圳,元器件,20070613
002170.SZ,2170,芭田股份,深圳,农药化肥,20070919
002140.SZ,2140,东华科技,安徽,建筑工程,20070712
601919.SH,601919,中远海控,天津,水运,20070626
601168.SH,601168,西部矿业,青海,铜,20070712
002144.SZ,2144,宏达高科,浙江,纺织,20070803
002141.SZ,2141,贤丰控股,广东,农业综合,20070720
002142.SZ,2142,宁波银行,浙江,银行,20070719
601009.SH,601009,南京银行,江苏,银行,20070719
002153.SZ,2153,石基信息,北京,软件服务,20070813
002146.SZ,2146,荣盛发展,河北,全国地产,20070808
002159.SZ,2159,三特索道,湖北,旅游服务,20070817
002148.SZ,2148,北纬科技,北京,互联网,20070810
002150.SZ,2150,正泰电源,江苏,机械基件,20070810
002152.SZ,2152,广电运通,广东,IT设备,20070813
002149.SZ,2149,西部材料,陕西,小金属,20070810
002157.SZ,2157,正邦科技,江西,农业综合,20070817
002155.SZ,2155,湖南黄金,湖南,黄金,20070816
002151.SZ,2151,北斗星通,北京,通信设备,20070813
002156.SZ,2156,通富微电,江苏,半导体,20070816
002145.SZ,2145,钛能化学,甘肃,化工原料,20070803
002158.SZ,2158,汉钟精机,上海,工程机械,20070817
002160.SZ,2160,常铝股份,江苏,铝,20070821
002161.SZ,2161,远望谷,深圳,通信设备,20070821
002254.SZ,2254,泰和新材,山东,化纤,20080625
002154.SZ,2154,报喜鸟,浙江,服饰,20070816
002164.SZ,2164,宁波东力,浙江,机械基件,20070823
002162.SZ,2162,悦心健康,上海,陶瓷,20070823
002163.SZ,2163,海南发展,深圳,装修装饰,20070823
002169.SZ,2169,智光电气,广东,电气设备,20070919
002167.SZ,2167,东方锆业,广东,小金属,20070913
002171.SZ,2171,楚江新材,安徽,铜,20070921
002165.SZ,2165,红宝丽,江苏,化工原料,20070913
002192.SZ,2192,融捷股份,广东,小金属,20071205
002166.SZ,2166,莱茵生物,广西,中成药,20070913
002172.SZ,2172,澳洋健康,江苏,医疗保健,20070921
002174.SZ,2174,游族网络,福建,互联网,20070925
601169.SH,601169,北京银行,北京,银行,20070919
002173.SZ,2173,创新医疗,浙江,医疗保健,20070925
002176.SZ,2176,江特电机,江西,小金属,20071012
002179.SZ,2179,中航光电,河南,元器件,20071101
002177.SZ,2177,御银股份,广东,其他商业,20071101
002180.SZ,2180,奔图科技,广东,IT设备,20071113
601939.SH,601939,建设银行,北京,银行,20070925
002178.SZ,2178,延华智能,上海,软件服务,20071101
601808.SH,601808,中海油服,天津,石油开采,20070928
002183.SZ,2183,怡亚通,深圳,仓储物流,20071113
002185.SZ,2185,华天科技,甘肃,半导体,20071120
002182.SZ,2182,宝武镁业,江苏,小金属,20071113
002184.SZ,2184,海得控制,上海,机械基件,20071116
601088.SH,601088,中国神华,北京,煤炭开采,20071009
002189.SZ,2189,中光学,河南,元器件,20071203
601857.SH,601857,中国石油,北京,石油开采,20071105
002188.SZ,2188,中天服务,浙江,房产服务,20071122
002187.SZ,2187,广百股份,广东,百货,20071122
002186.SZ,2186,全聚德,北京,酒店餐饮,20071120
002196.SZ,2196,方正电机,浙江,纺织机械,20071212
002208.SZ,2208,合肥城建,安徽,区域地产,20080128
002190.SZ,2190,成飞集成,四川,汽车配件,20071203
002191.SZ,2191,劲嘉股份,深圳,广告包装,20071205
002194.SZ,2194,武汉凡谷,湖北,通信设备,20071207
002195.SZ,2195,岩山科技,上海,软件服务,20071212
300213.SZ,300213,佳讯飞鸿,北京,通信设备,20110505
601390.SH,601390,中国中铁,北京,建筑工程,20071203
601918.SH,601918,新集能源,安徽,煤炭开采,20071219
002197.SZ,2197,证通电子,深圳,IT设备,20071218
002201.SZ,2201,九鼎新材,江苏,玻璃,20071226
002203.SZ,2203,海亮股份,浙江,铜,20080116
601999.SH,601999,出版传媒,辽宁,出版业,20071221
002202.SZ,2202,金风科技,新疆,电气设备,20071226
601866.SH,601866,中远海发,上海,水运,20071212
002204.SZ,2204,大连重工,辽宁,专用机械,20080116
002205.SZ,2205,国统股份,新疆,水泥,20080123
601601.SH,601601,中国太保,上海,保险,20071225
002206.SZ,2206,海利得,浙江,化纤,20080123
002209.SZ,2209,达意隆,广东,轻工机械,20080130
002210.SZ,2210,飞马国际,深圳,环境保护,20080130
002213.SZ,2213,大为股份,深圳,半导体,20080201
601099.SH,601099,太平洋,云南,证券,20071228
002212.SZ,2212,天融信,广东,软件服务,20080201
002216.SZ,2216,三全食品,河南,食品,20080220
601899.SH,601899,紫金矿业,福建,铜,20080425
002215.SZ,2215,诺普信,深圳,农药化肥,20080218
002226.SZ,2226,江南化工,安徽,化工原料,20080506
002217.SZ,2217,合力泰,福建,元器件,20080220
002218.SZ,2218,拓日新能,深圳,新型电力,20080228
002222.SZ,2222,福晶科技,福建,元器件,20080319
601898.SH,601898,中煤能源,北京,煤炭开采,20080201
002221.SZ,2221,东华能源,广东,石油加工,20080306
002224.SZ,2224,三力士,浙江,橡胶,20080425
002219.SZ,2219,新里程,甘肃,医疗保健,20080306
601958.SH,601958,金钼股份,陕西,小金属,20080417
601186.SH,601186,中国铁建,北京,建筑工程,20080310
002223.SZ,2223,鱼跃医疗,江苏,医疗保健,20080418
002225.SZ,2225,濮耐股份,河南,其他建材,20080425
002228.SZ,2228,合兴包装,福建,广告包装,20080508
002244.SZ,2244,滨江集团,浙江,区域地产,20080529
002230.SZ,2230,科大讯飞,安徽,软件服务,20080512
002237.SZ,2237,恒邦股份,山东,黄金,20080520
002235.SZ,2235,安妮股份,福建,造纸,20080516
002232.SZ,2232,启明信息,吉林,软件服务,20080509
002249.SZ,2249,大洋电机,广东,电气设备,20080619
002229.SZ,2229,鸿博股份,福建,广告包装,20080508
002234.SZ,2234,民和股份,山东,农业综合,20080516
002246.SZ,2246,北化股份,四川,化工原料,20080605
002233.SZ,2233,塔牌集团,广东,水泥,20080516
002243.SZ,2243,力合科创,深圳,广告包装,20080528
002236.SZ,2236,大华股份,浙江,IT设备,20080520
002265.SZ,2265,建设工业,云南,专用机械,20080806
002252.SZ,2252,上海莱士,上海,生物制药,20080623
002240.SZ,2240,盛新锂能,四川,小金属,20080523
002247.SZ,2247,聚力文化,浙江,其他建材,20080612
002239.SZ,2239,奥特佳,江苏,汽车配件,20080522
002238.SZ,2238,天威视讯,深圳,影视音像,20080526
002242.SZ,2242,九阳股份,山东,家用电器,20080528
002245.SZ,2245,蔚蓝锂芯,江苏,电气设备,20080605
002241.SZ,2241,歌尔股份,山东,元器件,20080522
002248.SZ,2248,华东数控,山东,机床制造,20080612
002263.SZ,2263,大东南,浙江,塑料,20080728
002274.SZ,2274,华昌化工,江苏,农药化肥,20080925
002251.SZ,2251,步步高,湖南,超市连锁,20080619
002256.SZ,2256,兆新股份,深圳,新型电力,20080625
002261.SZ,2261,拓维信息,湖南,软件服务,20080723
002255.SZ,2255,海陆重工,江苏,专用机械,20080625
002259.SZ,2259,升达林业,四川,供气供热,20080716
002262.SZ,2262,恩华药业,江苏,化学制药,20080723
002264.SZ,2264,新华都,福建,互联网,20080731
002258.SZ,2258,利尔化学,四川,农药化肥,20080708
002250.SZ,2250,联化科技,浙江,化工原料,20080619
601668.SH,601668,中国建筑,北京,建筑工程,20090729
002267.SZ,2267,陕天然气,陕西,供气供热,20080813
002268.SZ,2268,电科网安,四川,IT设备,20080811
002271.SZ,2271,东方雨虹,北京,其他建材,20080910
002269.SZ,2269,美邦服饰,上海,服饰,20080828
002270.SZ,2270,华明装备,山东,电气设备,20080905
002272.SZ,2272,川润股份,四川,机械基件,20080919
002266.SZ,2266,浙富控股,浙江,环境保护,20080806
002275.SZ,2275,桂林三金,广西,中成药,20090710
002273.SZ,2273,水晶光电,浙江,元器件,20080919
002396.SZ,2396,星网锐捷,福建,通信设备,20100623
601107.SH,601107,四川成渝,四川,路桥,20090727
601766.SH,601766,中国中车,北京,运输设备,20080818
601788.SH,601788,光大证券,上海,证券,20090818
002276.SZ,2276,万马股份,浙江,电气设备,20090710
002282.SZ,2282,博深股份,河北,机械基件,20090821
002284.SZ,2284,亚太股份,浙江,汽车配件,20090828
002283.SZ,2283,天润工业,山东,汽车配件,20090821
002362.SZ,2362,汉王科技,北京,软件服务,20100303
002277.SZ,2277,友阿股份,湖南,百货,20090717
601727.SH,601727,上海电气,上海,电气设备,20081205
002278.SZ,2278,神开股份,上海,化工机械,20090811
002461.SZ,2461,珠江啤酒,广东,啤酒,20100818
002285.SZ,2285,世联行,深圳,房产服务,20090828
002281.SZ,2281,光迅科技,湖北,通信设备,20090821
002287.SZ,2287,奇正藏药,西藏,中成药,20090828
002286.SZ,2286,保龄宝,山东,食品,20090828
300370.SZ,300370,安控科技,四川,电器仪表,20140123
002290.SZ,2290,禾盛新材,江苏,家用电器,20090903
002296.SZ,2296,辉煌科技,河南,通信设备,20090929
002295.SZ,2295,精艺股份,广东,铜,20090929
002291.SZ,2291,遥望科技,广东,广告包装,20090903
002300.SZ,2300,太阳电缆,福建,电气设备,20091021
002292.SZ,2292,奥飞娱乐,广东,影视音像,20090910
002293.SZ,2293,罗莱生活,江苏,纺织,20090910
002294.SZ,2294,信立泰,深圳,化学制药,20090910
600999.SH,600999,招商证券,深圳,证券,20091117
002297.SZ,2297,博云新材,湖南,航空,20090929
300002.SZ,300002,神州泰岳,北京,互联网,20091030
002599.SZ,2599,盛通股份,北京,广告包装,20110715
601126.SH,601126,四方股份,北京,电气设备,20101231
601633.SH,601633,长城汽车,河北,汽车整车,20110928
002467.SZ,2467,二六三,北京,互联网,20100908
002446.SZ,2446,盛路通信,广东,通信设备,20100713
002448.SZ,2448,中原内配,河南,汽车配件,20100716
002438.SZ,2438,江苏神通,江苏,机械基件,20100623
002490.SZ,2490,山东墨龙,山东,化工机械,20101021
002419.SZ,2419,天虹股份,深圳,百货,20100601
300445.SZ,300445,康斯特,北京,电器仪表,20150424
300353.SZ,300353,东土科技,北京,通信设备,20120927
300444.SZ,300444,双杰电气,北京,电气设备,20150423
002298.SZ,2298,中电鑫龙,安徽,电气设备,20090929
002506.SZ,2506,协鑫集成,上海,电气设备,20101118
601888.SH,601888,中国中免,北京,旅游服务,20091015
002299.SZ,2299,圣农发展,福建,农业综合,20091021
002301.SZ,2301,齐心集团,深圳,文教休闲,20091021
002489.SZ,2489,浙江永强,浙江,家居用品,20101021
002304.SZ,2304,洋河股份,江苏,白酒,20091106
002365.SZ,2365,永安药业,湖北,化学制药,20100305
002302.SZ,2302,西部建设,新疆,水泥,20091103
002307.SZ,2307,北新路桥,新疆,建筑工程,20091111
002350.SZ,2350,北京科锐,北京,电气设备,20100203
002315.SZ,2315,焦点科技,江苏,互联网,20091209
002303.SZ,2303,美盈森,深圳,造纸,20091103
002756.SZ,2756,永兴材料,浙江,小金属,20150515
002310.SZ,2310,东方新能,北京,新型电力,20091127
601139.SH,601139,深圳燃气,深圳,供气供热,20091225
002309.SZ,2309,中利集团,江苏,电气设备,20091127
002311.SZ,2311,海大集团,广东,饲料,20091127
002312.SZ,2312,川发龙蟒,四川,化工原料,20091203
002523.SZ,2523,天桥起重,湖南,专用机械,20101210
601618.SH,601618,中国中冶,北京,建筑工程,20090921
002313.SZ,2313,日海智能,深圳,通信设备,20091203
002314.SZ,2314,南山控股,深圳,区域地产,20091203
002316.SZ,2316,亚联发展,吉林,软件服务,20091209
002356.SZ,2356,赫美集团,深圳,其他商业,20100209
601117.SH,601117,中国化学,北京,建筑工程,20100107
002318.SZ,2318,久立特材,浙江,特种钢,20091211
002327.SZ,2327,富安娜,深圳,纺织,20091230
002317.SZ,2317,众生药业,广东,中成药,20091211
002319.SZ,2319,乐通股份,广东,染料涂料,20091211
002474.SZ,2474,榕基软件,福建,软件服务,20100915
002321.SZ,2321,华英农业,河南,农业综合,20091216
300001.SZ,300001,特锐德,山东,电气设备,20091030
002331.SZ,2331,皖通科技,安徽,软件服务,20100106
300004.SZ,300004,南风股份,广东,电气设备,20091030
300008.SZ,300008,天海防务,上海,船舶,20091030
300003.SZ,300003,乐普医疗,北京,医疗保健,20091030
300006.SZ,300006,莱美药业,重庆,化学制药,20091030
300007.SZ,300007,汉威科技,河南,电器仪表,20091030
300014.SZ,300014,亿纬锂能,广东,电气设备,20091030
300009.SZ,300009,安科生物,安徽,生物制药,20091030
300011.SZ,300011,鼎汉技术,北京,运输设备,20091030
300005.SZ,300005,探路者,北京,服饰,20091030
300013.SZ,300013,新宁物流,河南,仓储物流,20091030
601801.SH,601801,皖新传媒,安徽,出版业,20100118
002328.SZ,2328,新朋股份,上海,汽车配件,20091230
300012.SZ,300012,华测检测,深圳,电器仪表,20091030
300018.SZ,300018,中元股份,湖北,电气设备,20091030
300071.SZ,300071,福石控股,北京,广告包装,20100421
300017.SZ,300017,网宿科技,上海,软件服务,20091030
300015.SZ,300015,爱尔眼科,湖南,医疗保健,20091030
300019.SZ,300019,硅宝科技,四川,化工原料,20091030
300022.SZ,300022,吉峰科技,四川,农用机械,20091030
300024.SZ,300024,机器人,辽宁,专用机械,20091030
300021.SZ,300021,大禹节水,甘肃,建筑工程,20091030
300033.SZ,300033,同花顺,浙江,软件服务,20091225
002320.SZ,2320,海峡股份,海南,水运,20091216
601877.SH,601877,正泰电器,浙江,电气设备,20100121
300026.SZ,300026,红日药业,天津,中成药,20091030
300025.SZ,300025,华星创业,浙江,通信设备,20091030
002324.SZ,2324,普利特,上海,塑料,20091218
002322.SZ,2322,理工能科,浙江,软件服务,20091218
002326.SZ,2326,永太科技,浙江,化工原料,20091222
002330.SZ,2330,得利斯,山东,食品,20100106
002329.SZ,2329,皇氏集团,广西,乳制品,20100106
002333.SZ,2333,罗普斯金,江苏,其他建材,20100112
002332.SZ,2332,仙琚制药,浙江,化学制药,20100112
002334.SZ,2334,英威腾,深圳,电气设备,20100113
002337.SZ,2337,赛象科技,天津,化工机械,20100115
002335.SZ,2335,科华数据,福建,电气设备,20100113
002338.SZ,2338,奥普光电,吉林,电器仪表,20100115
002340.SZ,2340,格林美,深圳,小金属,20100122
002561.SZ,2561,徐家汇,上海,百货,20110303
002339.SZ,2339,积成电子,山东,电气设备,20100122
002344.SZ,2344,海宁皮城,浙江,商品城,20100126
300031.SZ,300031,宝通科技,江苏,互联网,20091225
300139.SZ,300139,晓程科技,北京,黄金,20101112
002342.SZ,2342,巨力索具,河北,机械基件,20100126
002343.SZ,2343,慈文传媒,江西,影视音像,20100126
002345.SZ,2345,潮宏基,广东,服饰,20100128
002346.SZ,2346,柘中股份,上海,电气设备,20100128
002347.SZ,2347,泰尔股份,安徽,机械基件,20100128
002348.SZ,2348,高乐股份,广东,文教休闲,20100203
002381.SZ,2381,双箭股份,浙江,橡胶,20100402
300034.SZ,300034,钢研高纳,北京,航空,20091225
300032.SZ,300032,金龙机电,浙江,元器件,20091225
002349.SZ,2349,精华制药,江苏,中成药,20100203
601678.SH,601678,滨化股份,山东,化工原料,20100223
002351.SZ,2351,漫步者,深圳,IT设备,20100205
002352.SZ,2352,顺丰控股,深圳,仓储物流,20100205
002591.SZ,2591,恒大高新,江西,环境保护,20110621
002355.SZ,2355,兴民智通,山东,汽车配件,20100209
002353.SZ,2353,杰瑞股份,山东,化工机械,20100205
002354.SZ,2354,天娱数科,辽宁,互联网,20100209
300035.SZ,300035,中科电气,湖南,电气设备,20091225
300247.SZ,300247,融捷健康,安徽,医疗保健,20110729
300036.SZ,300036,超图软件,北京,软件服务,20091225
300030.SZ,300030,阳普医疗,广东,医疗保健,20091225
002358.SZ,2358,森源电气,河南,电气设备,20100210
002549.SZ,2549,凯美特气,湖南,环境保护,20110218
300041.SZ,300041,回天新材,湖北,化工原料,20100108
300037.SZ,300037,新宙邦,深圳,化工原料,20100108
002357.SZ,2357,富临运业,四川,公共交通,20100210
002455.SZ,2455,百川股份,江苏,化工原料,20100803
002370.SZ,2370,亚太药业,浙江,化学制药,20100316
002375.SZ,2375,亚厦股份,浙江,装修装饰,20100323
601688.SH,601688,华泰证券,江苏,证券,20100226
002369.SZ,2369,卓翼科技,深圳,通信设备,20100316
300040.SZ,300040,九洲集团,黑龙江,新型电力,20100108
601058.SH,601058,赛轮轮胎,山东,汽车配件,20110630
002364.SZ,2364,中恒电气,浙江,电气设备,20100305
300039.SZ,300039,上海凯宝,上海,中成药,20100108
002367.SZ,2367,康力电梯,江苏,运输设备,20100312
002366.SZ,2366,融发核电,四川,专用机械,20100312
601179.SH,601179,中国西电,陕西,电气设备,20100128
002361.SZ,2361,神剑股份,安徽,化工原料,20100303
002368.SZ,2368,太极股份,北京,软件服务,20100312
002374.SZ,2374,中锐股份,山东,广告包装,20100318
300042.SZ,300042,朗科科技,深圳,IT设备,20100108
300045.SZ,300045,华力创通,北京,IT设备,20100120
300049.SZ,300049,福瑞医科,内蒙,医疗保健,20100120
300047.SZ,300047,天源迪科,深圳,软件服务,20100120
002371.SZ,2371,北方华创,北京,半导体,20100316
300048.SZ,300048,合康新能,北京,电气设备,20100120
002373.SZ,2373,千方科技,北京,软件服务,20100318
002380.SZ,2380,科远智慧,江苏,软件服务,20100331
002566.SZ,2566,益盛药业,吉林,中成药,20110318
002372.SZ,2372,伟星新材,浙江,其他建材,20100318
002376.SZ,2376,新北洋,山东,IT设备,20100323
002397.SZ,2397,梦洁股份,湖南,纺织,20100429
601106.SH,601106,中国一重,黑龙江,工程机械,20100209
002378.SZ,2378,章源钨业,江西,小金属,20100331
300050.SZ,300050,世纪鼎利,广东,通信设备,20100120
300046.SZ,300046,台基股份,湖北,半导体,20100120
300043.SZ,300043,星辉娱乐,广东,互联网,20100120
603199.SH,603199,九华旅游,安徽,旅游景点,20150326
002383.SZ,2383,合众思壮,北京,通信设备,20100402
002363.SZ,2363,隆基机械,山东,汽车配件,20100305
002379.SZ,2379,宏桥控股,山东,铝,20100331
002382.SZ,2382,蓝帆医疗,山东,医疗保健,20100402
002421.SZ,2421,达实智能,深圳,软件服务,20100603
300277.SZ,300277,汽轮科技,浙江,机械基件,20111123
300051.SZ,300051,琏升科技,江苏,综合类,20100211
002392.SZ,2392,北京利尔,北京,其他建材,20100423
002385.SZ,2385,大北农,北京,饲料,20100409
002384.SZ,2384,东山精密,江苏,元器件,20100409
002386.SZ,2386,天原股份,四川,化工原料,20100409
002377.SZ,2377,国创高新,湖北,其他建材,20100323
